Date,INFY.NS
2017-07-03,392.9148254394531
2017-07-04,397.1457214355469
2017-07-05,392.50201416015625
2017-07-06,390.89227294921875
2017-07-07,386.10418701171875
2017-07-10,395.04052734375
2017-07-11,402.5942077636719
2017-07-12,401.3559265136719
2017-07-13,403.2959289550781
2017-07-14,401.2320556640625
2017-07-17,406.185302734375
2017-07-18,406.82513427734375
2017-07-19,404.45166015625
2017-07-20,400.1589050292969
2017-07-21,404.55487060546875
2017-07-24,408.86834716796875
2017-07-25,410.2304992675781
2017-07-26,410.3130187988281
2017-07-27,400.8193664550781
2017-07-28,411.6751708984375
2017-07-31,417.3919982910156
2017-08-01,415.0599060058594
2017-08-02,410.0240173339844
2017-08-03,406.1647033691406
2017-08-04,406.0614929199219
2017-08-07,399.66357421875
2017-08-08,397.8473815917969
2017-08-09,400.11761474609375
2017-08-10,405.029541015625
2017-08-11,407.6919860839844
2017-08-14,405.1121520996094
2017-08-16,402.5323181152344
2017-08-17,421.375244140625
2017-08-18,381.0890197753906
2017-08-21,360.5124816894531
2017-08-22,361.33795166015625
2017-08-23,368.5202331542969
2017-08-24,376.50726318359375
2017-08-28,388.41558837890625
2017-08-29,382.8226013183594
2017-08-30,382.49237060546875
2017-08-31,377.6629943847656
2017-09-01,379.726806640625
2017-09-04,371.5746765136719
2017-09-05,372.2763671875
2017-09-06,369.6758728027344
2017-09-07,369.73779296875
2017-09-08,365.0116271972656
2017-09-11,362.70013427734375
2017-09-12,364.9084777832031
2017-09-13,364.78466796875
2017-09-14,368.3550720214844
2017-09-15,374.8974304199219
2017-09-18,375.24822998046875
2017-09-19,376.5485534667969
2017-09-20,376.7342834472656
2017-09-21,375.4340515136719
2017-09-22,370.7904357910156
2017-09-25,369.5727233886719
2017-09-26,373.927490234375
2017-09-27,371.4095764160156
2017-09-28,369.841064453125
2017-09-29,371.4508361816406
2017-10-03,372.9573974609375
2017-10-04,371.3269348144531
2017-10-05,372.75103759765625
2017-10-06,379.8094177246094
2017-10-09,381.3572692871094
2017-10-10,386.12469482421875
2017-10-11,384.1640625
2017-10-12,382.7606506347656
2017-10-13,383.91650390625
2017-10-16,387.5900573730469
2017-10-17,384.08154296875
2017-10-18,381.54302978515625
2017-10-19,382.6162414550781
2017-10-23,387.79644775390625
2017-10-24,382.4304504394531
2017-10-25,386.0628662109375
2017-10-26,391.0367431640625
2017-10-27,390.6239318847656
2017-10-30,389.6952209472656
2017-10-31,385.8238525390625
2017-11-01,388.0001525878906
2017-11-02,386.2632751464844
2017-11-03,387.8327331542969
2017-11-06,388.6907653808594
2017-11-07,399.9073791503906
2017-11-08,398.568115234375
2017-11-09,399.48895263671875
2017-11-10,402.64886474609375
2017-11-13,398.4216003417969
2017-11-14,397.2287902832031
